"Sample_code","Record","Section","Depth_cm","SH20_mean_age","Type","Group","Guano_Zone","Guano_Sum","Al","Fe","Mn","Mg","Ca","Na","K","P","Location","Location1","Location2","Reference","Strat_Depth_cm","SH20_95CI_min_age","SH20_95CI_max_age","SH20_median_age"
"ARD_0","ARD","ARD1A",0,-56.6,"Freshwater","Unit A13","ARD GZ 0","Non Guano",1.5872752134687,1.24252249298835,-2.8478874250824,0.0254857596075679,1.0890632758894,0.309632761261995,-1.22509591930296,-0.180996158830659,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_1","ARD","ARD1A",1,42.76,"Freshwater","Unit A12","ARD GZ 0","Non Guano",1.563799398765,1.18480207480079,-2.89177211141731,-0.0760280395639794,1.11318898184009,0.239480148106473,-1.23124027765502,0.0977698251239574,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_2","ARD","ARD1A",2,142.11,"Freshwater","Unit A12","ARD GZ 0","Non Guano",1.60496353961424,1.24486632536954,-2.87413846797826,0.00720288636088467,1.07258429772733,0.330406657010997,-1.21360663421597,-0.172278603888773,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_6","ARD","ARD1A",6,514.1,"Freshwater","Unit A12","ARD GZ 0","Non Guano",1.71166979519895,1.34455308357977,-2.81087234108954,0.210920848718699,1.06708906140655,0.491229074065959,-1.1880808353101,-0.826508686570287,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_7","ARD","ARD1A",7,588.03,"Freshwater","Unit A12","ARD GZ 0","Non Guano",1.67601548241421,1.28677987033582,-2.9010199509925,0.14125177015928,1.00095632770747,0.469219269330218,-0.763564045139901,-0.9096387238146,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_8","ARD","ARD1A",8,661.95,"Freshwater","Unit A12","ARD GZ 0","Non Guano",1.7199863255108,1.35492460713039,-2.81329416899883,0.232350236631592,1.07158767634184,0.507855441127367,-1.17145446824869,-0.901955649494464,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_9","ARD","ARD1A",9,735.87,"Freshwater","Unit A12","ARD GZ 0","Non Guano",1.65344049218612,1.32990614004355,-2.83913621398974,0.162336973327544,1.01732841862735,0.47649505339801,-0.754790133451087,-1.04558073014176,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_11","ARD","ARD1A",11,967.12,"Freshwater","Unit A12","ARD GZ 0","Non Guano",1.66362439892863,1.4067210443813,-2.75462934824648,0.262111311201589,1.12666516846134,0.501045970034467,-1.26115159914736,-0.944386945613486,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_13","ARD","ARD1A",13,1281.77,"Freshwater","Unit A12","ARD GZ 0","Non Guano",1.4864877756527,1.12686916267949,-3.00876221834778,-0.309266343669106,1.19457335811142,0.142814414095764,-1.05224950931901,0.419533360796519,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_15","ARD","ARD1A",15,1596.42,"Freshwater","Unit A12","ARD GZ 5","Guano",1.5959722486787,1.1293925709464,-2.91092863027655,-0.0783774401068366,1.13741997109444,0.246591556067845,-1.21402915234338,0.0939588759393793,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_17","ARD","ARD1A",17,1766.33,"Freshwater","Unit A12","ARD GZ 5","Guano",1.38745752092753,0.946720017993155,-2.67364264937882,-0.767101893771247,1.50171907503797,-0.0930162899448048,-1.25427287243342,0.952137091569629,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_19","ARD","ARD1A",19,1936.24,"Freshwater","Unit A12","ARD GZ 5","Guano",1.56096252952976,1.00416750634277,-2.92739880347553,-0.552922671686283,1.20447780900152,0.116081333491311,-1.10009782592677,0.694730122723219,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_21","ARD","ARD1A",21,2065.19,"Freshwater","Unit A12","ARD GZ 5","Guano",1.4752622183867,0.978770991353507,-2.88658515514691,-0.690485801860601,1.28554763524071,0.0431511003267688,-0.980930863351637,0.775269875051458,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_23","ARD","ARD1A",23,2153.18,"Freshwater","Unit A12","ARD GZ 5","Guano",1.36732502840572,0.965776466397849,-2.78846651195529,-0.811581431843303,1.5324430919037,-0.0703129853947471,-1.20489571932913,1.0097120618152,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_25","ARD","ARD1A",25,2241.18,"Freshwater","Unit A12","ARD GZ 5","Guano",1.45024533596191,1.02011765040074,-2.72292115886946,-0.39723519124964,1.32050003304573,0.0374327221814656,-1.32224351493621,0.614104123465458,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_27","ARD","ARD1A",27,2299.63,"Freshwater","Unit A12","ARD GZ 5","Guano",1.46433754693394,1.11691490140194,-2.79415199087129,-0.166876098184942,1.24275626371555,0.177621977797785,-1.33841456975501,0.29781196896202,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_29","ARD","ARD1A",29,2358.07,"Freshwater","Unit A12","ARD GZ 5","Guano",1.49198134955501,1.13574798375918,-2.85690601803896,-0.103067402044182,1.15857548405656,0.231951929984001,-1.16149574365726,0.10321241638564,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_31","ARD","ARD1A",31,2418.05,"Freshwater","Unit A12","ARD GZ 5","Guano",1.50954018943778,1.13969142895449,-2.84521660072899,-0.116483905865296,1.18540627804289,0.236342044812352,-1.27169614395634,0.162416709303115,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_33","ARD","ARD1A",33,2479.55,"Freshwater","Unit A12","ARD GZ 5","Guano",1.48660050773268,1.15142701466968,-2.85044364223338,-0.121710947369682,1.20313770609441,0.197592311269322,-1.31466351344357,0.248060563280536,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_35","ARD","ARD1A",35,2541.04,"Freshwater","Unit A11","ARD GZ 0","Non Guano",1.6276722089049,1.25223956724139,-2.89615115753964,0.0685241855571119,1.05783849521133,0.27571014607541,-1.17804947195587,-0.207783973494629,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_37","ARD","ARD1A",37,2602.1,"Freshwater","Unit A11","ARD GZ 0","Non Guano",1.63391795713191,1.24896822772295,-2.88022190720146,0.108264084589006,1.035891261259,0.303615587460302,-1.1621202216177,-0.288314989344015,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_39","ARD","ARD1A",39,2663.16,"Freshwater","Unit A11","ARD GZ 0","Non Guano",1.59572019851429,1.18851329714413,-2.87559966863615,0.0967134639087177,1.03144847216177,0.339490369529718,-0.98454417626203,-0.391741956360458,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_41","ARD","ARD1A",41,2708.66,"Freshwater","Unit A11","ARD GZ 0","Non Guano",1.5585430347078,1.24185964807304,-2.81648961299049,0.0319075856292955,1.09532511470976,0.31855771750184,-1.22462001754964,-0.20508347008161,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_43","ARD","ARD1A",43,2738.6,"Freshwater","Unit A11","ARD GZ 0","Non Guano",1.44966574218129,1.09995074409923,-2.87086151578386,-0.254102492469705,1.19202222520624,0.195936714174366,-1.1274420222158,0.314830604808238,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_45","ARD","ARD1A",45,2768.54,"Freshwater","Unit A11","ARD GZ 0","Non Guano",1.51178197230871,1.09496411448236,-2.95811643049435,-0.138144022531503,1.09897858231951,0.26394227698761,-0.942763221442654,0.0693567283703226,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_47","ARD","ARD1A",47,2791.29,"Freshwater","Unit A11","ARD GZ 0","Non Guano",1.36152198896877,1.05444864091819,-2.69198000210651,-0.339482777036039,1.39110644620111,0.0241188699403702,-1.39039326081749,0.590660093931601,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_49","ARD","ARD1A",49,2814.04,"Freshwater","Unit A11","ARD GZ 0","Non Guano",1.49267623074735,1.15683127504126,-2.87516214131692,-0.121323525322141,1.19168200088928,0.23171431220872,-1.24757446327398,0.171156311026431,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_51","ARD","ARD1A",51,2833.23,"Freshwater","Unit A11","ARD GZ 0","Non Guano",1.6194990125006,1.17270554201066,-2.82610232536186,0.0877728026374355,1.14977003863861,0.372832272581725,-1.2525818685892,-0.323895474417969,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_53","ARD","ARD1A",53,2848.88,"Freshwater","Unit A11","ARD GZ 0","Non Guano",1.63293989762533,1.20913529149466,-2.84486928496486,0.133764410382594,1.15664550964895,0.379790204217156,-1.25299968952401,-0.414406338879815,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_55","ARD","ARD1A/B",55,2864.53,"Freshwater","Unit A11","ARD GZ 0","Non Guano",1.63652144911788,1.30482060393196,-2.76787610553971,0.314135944261579,1.1759482754344,0.430593051390115,-1.31213868442344,-0.782004534172785,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_57","ARD","ARD1A",57,2878.81,"Freshwater","Unit A11","ARD GZ 0","Non Guano",1.61401563906838,1.16099920166693,-2.86055414969456,0.0845193491605954,1.15214957283706,0.344873977559572,-1.23296647165163,-0.263037118946346,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_58.2","ARD","ARD1B",58.2,2887.38,"Freshwater","Unit A11","ARD GZ 0","Non Guano",1.56560703338835,1.11635716373284,-2.81913842422535,0.0628132444446097,1.16237898216071,0.312698630636738,-1.25420171114408,-0.146514918993821,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_59","ARD","ARD1A",59,2893.09,"Freshwater","Unit A11","ARD GZ 0","Non Guano",1.62619752636239,1.27912146069052,-2.74606631476777,0.317927229530841,1.15603102197967,0.397869963141805,-1.34538867083453,-0.685692216102923,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_61","ARD","ARD1A",61,2907.4,"Freshwater","Unit A11","ARD GZ 0","Non Guano",1.5374930372692,1.02438754007625,-2.83825619949595,-0.157254907453439,1.10684450583777,0.213560476846661,-1.09483670592789,0.2080622528474,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_61.3","ARD","ARD1B",61.3,2909.56,"Freshwater","Unit A11","ARD GZ 0","Non Guano",1.49658586865658,0.94814618683425,-2.6610216135745,-0.22563672869826,1.23027638576624,0.136997770362896,-1.27427706394518,0.348929194597972,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_63","ARD","ARD1A",63,2921.76,"Freshwater","Unit A11","ARD GZ 0","Non Guano",1.51402986228328,0.986954901913637,-2.82152397444123,-0.200036809931125,1.19256960237944,0.179991963426584,-1.22965437900037,0.377668833369775,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_64.5","ARD","ARD1B",64.5,2932.52,"Freshwater","Unit A10","ARD GZ 4","Guano",1.20134827255481,1.00544869731949,-2.68710071202832,-0.757310401500514,1.57745222675353,-0.141764974847687,-1.25078137676914,1.05270826851783,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_65","ARD","ARD1A",65,2936.11,"Freshwater","Unit A10","ARD GZ 4","Guano",1.31445812978597,0.925648593555528,-2.61607792605769,-0.829388459170561,1.47188549932944,-0.0941350684517663,-1.09580198380384,0.923411214812927,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_67","ARD","ARD1A",67,2950.27,"Freshwater","Unit A10","ARD GZ 4","Guano",1.469772341484,1.04266799985146,-2.72053956030236,-0.167371639769732,1.24476385234888,0.180892919008472,-1.30116978335696,0.250983870736231,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_67.6","ARD","ARD1B",67.6,2954.52,"Freshwater","Unit A10","ARD GZ 4","Guano",1.21569132718052,0.936896772159404,-2.40688287275678,-0.759955348244808,1.58662999636387,-0.198597574005896,-1.33599127254593,0.96220897184962,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_69","ARD","ARD1A",69,2964.43,"Freshwater","Unit A10","ARD GZ 4","Guano",1.22433853579861,0.875374908115365,-2.47624791426184,-0.972421233390547,1.49141382645752,-0.178517555159035,-0.940467785472032,0.976527217911963,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_70.8","ARD","ARD1B",70.8,2977.42,"Freshwater","Unit A10","ARD GZ 4","Guano",1.22501830660658,0.954323425999078,-2.41664235922126,-0.761416031894596,1.55392495254952,-0.208357060470379,-1.30574542439672,0.958894190827779,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_71","ARD","ARD1A",71,2978.89,"Freshwater","Unit A10","ARD GZ 4","Guano",1.14796046050091,0.885314406132332,-2.29013976643588,-1.01427592331475,1.63603292901232,-0.266283506818521,-1.13889153608777,1.04028293701136,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_73","ARD","ARD1A",73,2993.66,"Freshwater","Unit A10","ARD GZ 4","Guano",1.09852721997279,0.812420872072496,-2.24525026483934,-1.0025386290351,1.75542029164919,-0.335229147870772,-1.20124756484482,1.11789722289554,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_74","ARD","ARD1B",74,3001.05,"Freshwater","Unit A10","ARD GZ 4","Guano",1.24171702338066,0.921988450781613,-2.34984862103733,-0.669282737376531,1.51911776899743,-0.195630543556724,-1.3536435292995,0.885582188110371,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_75","ARD","ARD1A",75,3008.44,"Freshwater","Unit A10","ARD GZ 4","Guano",1.21487660083415,0.97114967221699,-2.4759504283023,-0.66151643278152,1.57188128815022,-0.148163585137338,-1.32769770693399,0.855420591953799,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_77","ARD","ARD1A",77,3025.78,"Freshwater","Unit A10","ARD GZ 4","Guano",1.30661578545232,1.04452692546066,-2.79611086903885,-0.407245999797504,1.41198788128426,0.0296552771982382,-1.1972726042819,0.607843603722778,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_77.1","ARD","ARD1B",77.1,3026.64,"Freshwater","Unit A10","ARD GZ 4","Guano",1.28961508389849,0.929062956024058,-2.66603111717303,-0.642626021426148,1.47637190829101,-0.0547901219194097,-1.1413008245698,0.809698136874835,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_79","ARD","ARD1A",79,3043.12,"Freshwater","Unit A10","ARD GZ 4","Guano",1.25965630304994,0.948441492854394,-2.58158898699563,-0.342255851725249,1.48481588439305,-0.00153849858242827,-1.30817312267331,0.54064277967924,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_80.3","ARD","ARD1B",80.3,3054.41,"Freshwater","Unit A10","ARD GZ 4","Guano",1.20669465142121,0.907249485391435,-2.33613038161347,-0.743270078371779,1.61739339644935,-0.273719853385989,-1.40446381101321,1.02624659112245,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_81","ARD","ARD1A",81,3060.53,"Freshwater","Unit A10","ARD GZ 4","Guano",1.29625257635492,1.0707387311018,-2.61591095611882,-0.305689214196582,1.45811496142453,0.0212979461343371,-1.40938932662653,0.484585281926342,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_83","ARD","ARD1A",83,3078.01,"Freshwater","Unit A10","ARD GZ 4","Guano",1.29540276450777,1.02231153857163,-2.61273337629598,-0.311644117937019,1.46405879474025,0.0284996762568975,-1.36917047512334,0.483275195279789,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_83.5","ARD","ARD1B",83.5,3082.38,"Freshwater","Unit A10","ARD GZ 4","Guano",1.1159555358707,0.892453358968479,-2.18699157749291,-0.811216823481514,1.57489431506964,-0.237567912658321,-1.3066183012802,0.959091405004138,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_85","ARD","ARD1A",85,3095.5,"Freshwater","Unit A10","ARD GZ 4","Guano",1.25199454486939,0.959409299163725,-2.77075697375538,-0.450884976000988,1.48322801168072,0.0728977048886322,-1.11890467371282,0.573017062866724,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_86.6","ARD","ARD1B",86.6,3109.17,"Freshwater","Unit A10","ARD GZ 4","Guano",1.21485817795633,0.927617683647456,-2.32309897342131,-0.654969241258733,1.52191827335543,-0.1688808959407,-1.36635271842402,0.848907694085537,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_89.8","ARD","ARD1B",89.8,3136.53,"Freshwater","Unit A10","ARD GZ 4","Guano",1.19373170317825,0.954506292474218,-2.41454194661685,-0.726792427584625,1.59584105080728,-0.177436209330476,-1.343650346406,0.918341883478202,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_92.9","ARD","ARD1B",92.9,3162.91,"Freshwater","Unit A10","ARD GZ 4","Guano",1.1964366764651,0.951398980090206,-2.4822177700918,-0.734314328239828,1.63473319216858,-0.21021665695481,-1.31416242142731,0.958342327989861,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_96.1","ARD","ARD1B",96.1,3190.52,"Freshwater","Unit A10","ARD GZ 4","Guano",1.06192964193476,0.958344973217553,-2.30555599256643,-0.957483841104363,1.79199326452402,-0.356132327731834,-1.34229505654795,1.14919933827424,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_99.3","ARD","ARD1B",99.3,3218.87,"Freshwater","Unit A10","ARD GZ 4","Guano",1.20437835204519,1.01846519659363,-2.46451991956635,-0.777770900867705,1.59239365443725,-0.236690024742495,-1.33902418532065,1.00276782742113,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_102.4","ARD","ARD1B",102.4,3245.57,"Freshwater","Unit A10","ARD GZ 4","Guano",1.23384998771507,1.0378082530782,-2.59968137908658,-0.735340977969382,1.5766930036446,-0.194148873325064,-1.29809463779756,0.978914623740712,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_105.6","ARD","ARD1B",105.6,3273.04,"Freshwater","Unit A10","ARD GZ 4","Guano",1.160401967039,0.975932855159667,-2.54486394874341,-0.707832726995434,1.63932395830165,-0.167502319948598,-1.25902556442254,0.903565779609666,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_108.7","ARD","ARD1B",108.7,3300.23,"Freshwater","Unit A10","ARD GZ 4","Guano",1.14626383693254,0.877078797539334,-2.44802357088782,-0.67006778396945,1.52437957887864,-0.111483936613263,-1.09764666542938,0.779499743549402,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_111.9","ARD","ARD1B",111.9,3327.59,"Freshwater","Unit A9","ARD GZ 4","Guano",1.30449427144345,1.00368293432766,-2.6140795393912,-0.28583929196629,1.47005211413308,0.0109588272416957,-1.42660610486961,0.537336789081213,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_115.1","ARD","ARD1B",115.1,3354.52,"Freshwater","Unit A9","ARD GZ 4","Guano",1.3279458084144,1.03194670868749,-2.7064122366916,-0.207732501443048,1.41053872556878,0.094763638879575,-1.3152133367129,0.364163193297305,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_118.2","ARD","ARD1B",118.2,3382.23,"Freshwater","Unit A9","ARD GZ 4","Guano",1.35965689140111,1.07669318993532,-2.68672233528111,-0.156543932973186,1.38209614122881,0.125303556314132,-1.40088395096023,0.300400440335161,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_121.4","ARD","ARD1B",121.4,3413.9,"Freshwater","Unit A9","ARD GZ 4","Guano",1.37413729375539,1.06388347607691,-2.67745609744033,-0.124288176907705,1.28204928909594,0.187121289481345,-1.22171867632405,0.116271602262508,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_124.5","ARD","ARD1B",124.5,3448.39,"Freshwater","Unit A9","ARD GZ 4","Guano",1.44085231356429,1.09154883789954,-2.69204028212913,-0.0518609846068798,1.29886995923588,0.209392197181694,-1.35213467653798,0.0553726353925834,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_127.7","ARD","ARD1B",127.7,3483.94,"Freshwater","Unit A9","ARD GZ 4","Guano",1.42060388743068,1.10008441754917,-2.70885817316596,-0.0617584327991324,1.26917635383901,0.234448378615927,-1.25312075204968,-0.000575679420008246,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_130.9","ARD","ARD1B",130.9,3519.38,"Freshwater","Unit A9","ARD GZ 4","Guano",1.43322091032889,1.14694225261512,-2.69348822354634,-0.00915914141115737,1.28778080762629,0.22101633733184,-1.38930070055727,0.00298775761262193,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_131","ARD","ARD1C",131,3520.48,"Freshwater","Unit A9","ARD GZ 4","Guano",1.37828257102733,1.04971311517424,-2.63545618687594,-0.105733884917993,1.34067079202088,0.154750657324667,-1.3918932857033,0.209666221950099,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_133","ARD","ARD1C",133,3542.48,"Freshwater","Unit A9","ARD GZ 4","Guano",1.39256342907084,1.14199739106695,-2.68759287054165,-0.0613998149941359,1.30011395110583,0.159772387498902,-1.38340534755258,0.137950874345847,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_134","ARD","ARD1B",134,3553.48,"Freshwater","Unit A9","ARD GZ 4","Guano",1.39464974337725,1.10903879748336,-2.6110685559281,-0.0561196910244771,1.31172639189133,0.168703410979928,-1.38585479342365,0.0689246966443575,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_135","ARD","ARD1C",135,3564.48,"Freshwater","Unit A9","ARD GZ 4","Guano",1.44029762098537,1.12660640681779,-2.66833035270842,0.0126709393340866,1.26780168264254,0.21651799858687,-1.38249196838754,-0.0130723272706911,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_137","ARD","ARD1C",137,3586.08,"Freshwater","Unit A9","ARD GZ 4","Guano",1.35045488956392,1.17346694612429,-2.53697695310006,-0.0828297917682967,1.30804029367668,0.128066748146537,-1.42608001827551,0.0858578856324445,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_137.2","ARD","ARD1B",137.2,3588.24,"Freshwater","Unit A9","ARD GZ 4","Guano",1.4101403180339,1.23157092828176,-2.64590081956005,0.00807180009453612,1.26283224160279,0.201464438480498,-1.37875456825133,-0.089424338682106,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_139","ARD","ARD1C",139,3607.67,"Freshwater","Unit A9","ARD GZ 4","Guano",1.39941248009927,1.20151746438562,-2.71150526772052,-0.0349583260273877,1.29478012665234,0.186412269482867,-1.36112836226207,0.0254696153898708,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_140.4","ARD","ARD1B",140.4,3622.92,"Freshwater","Unit A9","ARD GZ 4","Guano",1.34250692315881,1.12855182315512,-2.59583819204834,-0.134066551998901,1.30962154376954,0.12636392303821,-1.31655720827362,0.139417739199166,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_141","ARD","ARD1C",141,3629.59,"Freshwater","Unit A9","ARD GZ 4","Guano",1.31037993583231,1.09865889642488,-2.67200829218688,-0.177336578335861,1.32421828280537,0.118198552013727,-1.15564624925417,0.153535452700619,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_143","ARD","ARD1C",143,3651.83,"Freshwater","Unit A9","ARD GZ 4","Guano",1.31795558788554,1.11849716799405,-2.55299883215592,-0.140603465504379,1.37003477914912,0.119424976388299,-1.40363561650358,0.171325402746867,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_143.5","ARD","ARD1B",143.5,3657.39,"Freshwater","Unit A9","ARD GZ 4","Guano",1.27926217790519,1.077393144325,-2.51441469522127,-0.247807142031226,1.42171734012969,0.0696599434916607,-1.38409967453962,0.298288905940573,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_145","ARD","ARD1C",145,3674.08,"Freshwater","Unit A9","ARD GZ 4","Guano",1.28713159653952,1.14661906756513,-2.54593034178267,-0.153105071325226,1.41296368568338,0.100421226451774,-1.4548360342543,0.206735871122392,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_146.7","ARD","ARD1B",146.7,3696.02,"Freshwater","Unit A9","ARD GZ 4","Guano",1.32995647792371,1.08875496886257,-2.70177484884544,-0.11185738610407,1.24751873474832,0.18719641002758,-0.954685626388417,-0.0851087302242566,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_147","ARD","ARD1C",147,3699.89,"Freshwater","Unit A9","ARD GZ 4","Guano",1.32797495738159,1.14366230329809,-2.64561673250826,-0.103877507799264,1.3767756471271,0.159188911113491,-1.41693676202734,0.158829183414596,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_149","ARD","ARD1C",149,3725.7,"Freshwater","Unit A9","ARD GZ 4","Guano",1.34087461450404,1.19386306515961,-2.62298406086577,-0.0228100979572141,1.35720796427922,0.174119362393895,-1.43551062634417,0.0152397788303894,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"ARD_149.8","ARD","ARD1B",149.8,3736.03,"Freshwater","Unit A9","ARD GZ 4","Guano",1.38724453643707,1.18267390962389,-2.62504073283822,0.0184012103188539,1.3377595495949,0.175493225518237,-1.41851910334593,-0.0580125953088085,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
